class,tweet
1,"i'd go to jamaica n attend those wild dancehall events, to jus five star frog splash a bitch off a tree n get on WSHH"
0,"Poor Henry, he's supporting the right 2/3 of you guys all on his gut! Don't hurt it, Charlie ()"
0,"Too much makeup so trash"
0,"Them hoes are clean!"
1,"Bitches be talking about they ride or die with every nigga they talk to. bitch you done died like 8 times already"
1,"we need to pile some hoes in the back of Ross car"
0,"now 5sos is starting to tweet the hashtag, they're trash! vote5sos"
1,"A hoe is gonna be a hoe no matter what"
1,"gotta remind myself to put da phone down sometimes cuz I get sidetracked when I see all these bad bitches n den get mad cuz I cant meet em"
1,"I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2"
0,"First tbt best and drunkest Yankees game ever wheresColman everclear"
1,"Y'all weird on here. Fake hoes for attention"
0,"GRAND OPENING ! @@@@ TOP CLASS Oriental Massage PERFECT !"
1,"Scorpio aka hoe season right around the corner."
0,"don't you mean crowd not crows"
1,"I'm honestly surprised some of u guys have ever seen a pussy"
1,"Scrappy got the hoes It's 3 of em on stage I wonder how many in the audience"
0,"hey teabagger Bohner said he got 98% of what he wanted in sequester. You sound like a moron when everyone knows you are LYING"
1,"A bitch can't resist a nugga with a fresh cut shit I can hardly resist myself when j get one"
0,"Funny thing is it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong."
0,"How is Angry Birds the movie going to work? They're just floating bird heads?"
1,"Nappy headed hoes can't call anyone ugly, stop embarrassing yourself pls"
1,"Real niggas let a real bitch cum first"
1,"How you look like big bad mama but make fun of a pretty bitch wow where they do that at ?"
1,"These hoes ain't got nothing on ya"
1,"especially since Rick and Andrea are banging each other in the comics but the bitch died already"
0,"Flappy bird stresses me out"
1,"no I want 1 billion dollars 4 bad hoes from da islands and a fine ass genie bitch, but datz none of"
1,"If she aint talkin to you , then who she talking to ? Cus you know bitches cant stop talking TrustIssues"
1,"IHopeSomeday that these hoes just find their own relationship instead of ruining others"
0,"I don't wanna hear Sgt. Tahmooressi's name come outta the Preezy's mouth. He couldn't be bothered then, keep his pie ho"
1,"I am what u said I am but am ain't no bitch"
1,"Dizzy bitch"
0,"This is so great. Regular season ball is for the birds"
1,"boys are dumb! no faith in boys! bitch shut up youre in high school acting like this is going to be the person you marry."
0,"dont get that bacon stuffed crust tho its trash"
0,"Hot off the press, heres Todd McShays first post-Combine NFL mock draft, including a new No. 1."
0,"Flappy bird instead of studying? Sounds great. flappybirdisruiningmylife"
0,"Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins and the browns D is nice wit a def HC"
0,"Thanks Charlie"
1,"whats your youtube channel then faggot"
1,"Yo I miss you. Ya cunt."
1,"I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. BuyFoodLittleGuy"
0,"Marcus Smart belongs on the Celtics. Both trash. It was destiny."
0,"My nicca Drake gear game is all bad lol"
0,"Everybody loves pot brownies, but I bring crystal meth cupcakes to a party, Suddenly I'm the weirdo"
1,"Few Instagram likes a bitch swear dat she on"
0,"02 Charcoal 7s are pre-owned, no sole wear or scuffs Size 10.5, Cherry 12's DS size 11.5"
0,"Just eating animal crackers in sacrament! 17AndLovinIt"
1,"tears RelationshipGoals don't call me sweetie you fucking retard"
0,"Lakers are a purple and yellow garbage can"
0,"The last at-bat at Yankee Stadium. Thanks for making it a good one, Captain. FarewellCaptain."
1,"yeah Texans are so much better you fucking retard"
0,"BlessJesusAir Matthew 626 Look at the birds of the air and yet your heavenly Father feeds them.Are you not much more valuable than they?"
1,"I need to stop being a little bitch lol"
1,"you have a redneck attitude. The same people that think Benghazzi is real think Fox fake nws is real. Your one"
0,"Four hors to back up this iPhone haha Jokes"
1,"Destiny's Child song Say My Name is the insecure bitches anthem."
1,"Extra hard for these hoes."
1,"BROS BEFORE HOS! and there I was with my bros, without any hos"
0,"Damn those shiner rock those bud light platinum and that ciroc"
0,"Yankees didn't want Russell Martin, so he signed with the Pirates 2 years ago. Pirates have made back-to-back postseasons"
0,"Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. Getting beaned would be better!"
0,"i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk))"
0,"Flappy bird is gonna be the death of me"
1,"Bout to get a breasts reduction these bitches be in the way"
0,"Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night"
1,"your a bitch if you hit a girl"
0,"I'm redneck crazy"
0,"Meet Indias amazing, death-defying monkey king"
0,"I feel utterly retarded. Thanks big brother"
1,"Have you heard guala shit Featuring chase-da-doe,r.o.m.e.,and the boy big by Joseph Chase Rinche on SoundCloud?"
1,"I wanna be someone's bitch ass boyfriend right now . But that just me head playin games on ya boi"
1,"ain't like I have anything to do bitch boy lol."
1,"He's bitch keep looking at meShe choosing or nah?"
0,"Best rider? That goes to a blaxican."
0,"ewwww her nips are DEF more perfect than that"
1,"Lol bitch u a has been"
0,"Permanent slit in my eyebrow from when I tumbled down the bleachers when I was little I stayed in the ER"
1,"lmsoooo dawg I ain't got no bitches mane. I low key got a chick but I can't say it on Twitter. You know how these wolves is"
0,"smh NYC cops leave Ebola doctor's apt dump gloves and masks in public trash can"
1,"the things I do for this bitch smh"
1,"trash Easily the Real Gs move n silence like lasagna line WIT A WAYNE LINE THAT WENT OVER NIGGAS HEADS"
0,"I just found an Oreo in my pocket Is it yours? Thanks for looking after it .xx"
0,"Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs."
1,"nigger"
0,"carrot cake is trash. too sweet."
1,"everyone thinks of you as a hoe so idk why you're trying to talk"
1,"If I text You up? that means is it safe for me to come and eat the pussy until I reach cream filling?> ."
0,"Gotta bad red bone that look something like Ashanti"
1,"I want a crazy bitch, they be loyal af"
1,"fag that's some gay ass shit"
1,"I only fuck with bad bitches I'm stiff"
1,"it's gotten to the point where I literally don't care and I'm gonna start punching bitches if they don't move in the hallway"
1,"Don't be a bitch to me. I'll be a bigger one and I'll win."
1,"I think you've made it clear that these hoes ain't loyal"
0,"call me a free bird"
0,"Democrats to push income inequality as top issue of 2014 Charlie Baker (R) veers further left all in w D"
0,"Rahal's an idiot. Second time this year he's wrecked someone under yellow."
0,"when you look like trash and someone compliments you"
0,"I wonders why dare ain't no colored folk up dare?"
1,"oh shut up faggot get a disease overused on twitter"
0,"Oh your gonna ruining your life just throwing it away smoking weed, but my test scores are higher than yours. . . . Just trash my life"
0,"All I did was said her weed was trash"
1,"Can't save these hoes"
0,"The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda promises more episodes and wages ideological warfare"
1,"Stop whacking off in the shower queer boy!"
0,"ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!"
1,"idk y'all ppl that go/went to AandT ackin like y'all shocked about 70 bodies it was some first class hos at T that I knew personally"
0,"chicken spaghetti trash"
0,"RandB is so trash now compared to early 2000's."
1,"This nigga said you aint going through SHIT you just need sum Dicc Good try hoe, its been a while but its really sum shit going down."
1,"did u steal those glasses haha stupid nigger"
1,"basic bitch comeback, expected"
1,"Shaved pussy ho gets serious anal sexhere!"
1,"you won't have to herd for hoes no more lol lmao I hope not this shit SCHRESSFUL"
0,"Dear dessert heaven, fangs so much for these Oreo Spooky Ball Vampires. OreoCookieBalls"
1,"Smh bitches are such haters ! How dare they do this to her blackgirls jealousy YOOO LOOOL"
1,"The birds singing brings thoughts of hot flesh on this Spring morning. Hot sexual desire fills my head. Let me taste you and feel You."
1,"thx hoe"
0,"This cowboys an redskins game was a hell of a game"
1,"Y'all hoes and y'all plastic ass bodies maaaaan smh"
1,"she's a dyke"
0,"BREAKING Charlie Crist files emergency motion for a mulligan."
1,"A dick has a sad life His hair is a mess, his family is nuts, his neighbor's an asshole, his bestfriend's a pussy, and his owner beats him."
0,"Free bird."
1,"you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!"
0,"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group TheMemorialTournament"
1,"Good they trash Niggas ate most of my chips ahoy cookies and the cookies havent been in the house 20 hours yet"
0,"Russel Martin had a miserable season but is quietly having a good September Yankees BlueJays MLB"
0,"How can anyone hate Charlie Sheen"
1,"If you take your girl back after she cheats on you, you're a little bitch."
1,"I'm mature enough to eat pussy when it's time too, eating ass is just disrespect."
0,"Morning terror read 99% of the ocean's trash is gone and no one knows where it went"
1,"Let a bitch try and set me up , she gone be stuck between a rock nd dis mufuckin Glock! MY BITCH BAD SHE TERRIBLE"
1,"Bitch killa gone be dacing in that bitch cdfu"
1,"coons"
1,"You hoes ain't leaving a ain't shit nigga bc he's YO ain't shit nigga n you don't want the other hoe to win."
1,"Yo daddy is a bitch, you jus a son of that boyyy"
1,"Drunkkkk HotBoxing these kushy blunts straight bumpin AOB this hoe on some other shit bro i got mind fucked like when black zetzu betrayed"
1,"You hoes AINT fucking with me"
1,"i like chillin with yo bitch I like fuckin her"
1,"Bitch u boutta drown tryna be a hoe twitpic a NO bra selfie showing nipples"
1,"Since a lot of you lil bitches wanted to add the 5h hashtag into all my tweets I'll do that shit back vote5sos"
0,"It's Karaoke night baby! Hi ho! Hi ho! It's off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!"
0,"Video Charlie Baker campaign team denies contacting Gov. Patrick for meeting"
0,"Explains why they're waving trash bags around over their heads."
1,"press start bitch"
0,"oh I'll make you some brownies alright;)))"
1,"if uckin love freebees like pom I'm so duck to have here in hm life"
0,"Incase any hillbillies try to roast"
1,"Why u can't just love? Because we don't love these hoes"
1,"If I ride up to your bitch in these then homie consider yourself a single nigga."
0,"Ding ding ding Sagittarius - trash."
1,"of course bitch. I kinda wanna attempt to play madden tho"
0,"Royal city of the Kushite kings at Meroe (Sudan),near River Nile.It was the seat of the rulers who occupied Egypt"
